country,coub,fborn,edu_lfs,edu_cen,lfs_lfs,field_edu,number,reg_oecd,reg_regions
"NZL","KOREA-SO",1,3,3,2,5,30,1,"ASIA"
"AUS","KOREA-SO",1,3,3,1,9,188,1,"ASIA"
"CAN","KOREA-SO",1,3,3,1,4,5855,1,"ASIA"
"NZL","KOREA-SO",1,3,3,2,6,33,1,"ASIA"
"NZL","KOREA-SO",1,3,4,2,2,3,1,"ASIA"
"CZE","KOREA-SO",1,3,3,1,2,3,1,"ASIA"
"NZL","KOREA-SO",1,3,3,2,4,33,1,"ASIA"
"SWE","KOREA-SO",1,3,3,2,9,5,1,"ASIA"
"HUN","KOREA-SO",1,3,34,1,5,4,1,"ASIA"
"AUS","KOREA-SO",1,3,3,2,7,6,1,"ASIA"
"AUS","KOREA-SO",1,3,3,99,99,12,1,"ASIA"
"CAN","KOREA-SO",1,3,3,3,4,3265,1,"ASIA"
"NOR","KOREA-SO",1,3,3,1,5,59,1,"ASIA"
"AUT","KOREA-SO",1,3,34,3,2,7,1,"ASIA"
"IRL","KOREA-SO",1,3,3,3,6,3,1,"ASIA"
"CAN","KOREA-SO",1,3,4,2,4,10,1,"ASIA"
"AUS","KOREA-SO",1,3,4,3,8,9,1,"ASIA"
"IRL","KOREA-SO",1,3,3,1,6,3,1,"ASIA"
"NZL","KOREA-SO",1,3,4,1,99,24,1,"ASIA"
"CAN","KOREA-SO",1,3,3,2,6,425,1,"ASIA"
"DNK","KOREA-SO",1,3,3,1,7,245,1,"ASIA"
"HUN","KOREA-SO",1,3,34,1,2,4,1,"ASIA"
"CAN","KOREA-SO",1,3,4,1,2,25,1,"ASIA"
"CAN","KOREA-SO",1,3,4,1,6,95,1,"ASIA"
"CZE","KOREA-SO",1,3,3,1,5,1,1,"ASIA"
"SWE","KOREA-SO",1,3,3,2,3,15,1,"ASIA"
"IRL","KOREA-SO",1,3,3,1,3,6,1,"ASIA"
"NZL","KOREA-SO",1,3,4,2,7,3,1,"ASIA"
"NOR","KOREA-SO",1,3,3,1,1,75,1,"ASIA"
"SWE","KOREA-SO",1,3,3,3,3,115,1,"ASIA"
"CAN","KOREA-SO",1,3,3,2,4,480,1,"ASIA"
"AUS","KOREA-SO",1,3,3,3,4,873,1,"ASIA"
"IRL","KOREA-SO",1,3,3,1,8,3,1,"ASIA"
"DNK","KOREA-SO",1,3,3,1,3,266,1,"ASIA"
"NZL","KOREA-SO",1,3,4,3,6,18,1,"ASIA"
"AUT","KOREA-SO",1,3,34,2,2,1,1,"ASIA"
"NZL","KOREA-SO",1,3,3,1,4,192,1,"ASIA"
"SWE","KOREA-SO",1,3,4,1,5,10,1,"ASIA"
"NOR","KOREA-SO",1,3,4,1,7,1,1,"ASIA"
"NOR","KOREA-SO",1,3,3,2,4,13,1,"ASIA"
"IRL","KOREA-SO",1,3,3,1,1,3,1,"ASIA"
"FIN","KOREA-SO",1,3,3,3,3,4,1,"ASIA"
"AUS","KOREA-SO",1,3,3,3,3,1562,1,"ASIA"
"NZL","KOREA-SO",1,3,3,3,7,18,1,"ASIA"
"NZL","KOREA-SO",1,3,4,1,2,18,1,"ASIA"
"NZL","KOREA-SO",1,3,3,3,2,48,1,"ASIA"
"DNK","KOREA-SO",1,3,4,1,5,1,1,"ASIA"
"ESP","KOREA-SO",1,3,3,1,4,20,1,"ASIA"
"AUT","KOREA-SO",1,3,34,1,6,11,1,"ASIA"
"IRL","KOREA-SO",1,3,3,1,4,15,1,"ASIA"
"AUS","KOREA-SO",1,3,3,3,8,351,1,"ASIA"
"HUN","KOREA-SO",1,3,34,1,9,1,1,"ASIA"
"AUT","KOREA-SO",1,3,34,3,7,3,1,"ASIA"
"AUS","KOREA-SO",1,3,3,3,9,161,1,"ASIA"
"FIN","KOREA-SO",1,3,3,1,2,1,1,"ASIA"
"DNK","KOREA-SO",1,3,3,1,5,104,1,"ASIA"
"NZL","KOREA-SO",1,3,3,3,4,144,1,"ASIA"
"DNK","KOREA-SO",1,3,3,1,1,82,1,"ASIA"
"NZL","KOREA-SO",1,3,3,3,9,24,1,"ASIA"
"CZE","KOREA-SO",1,3,4,1,4,1,1,"ASIA"
"AUT","KOREA-SO",1,3,34,3,6,4,1,"ASIA"
"NOR","KOREA-SO",1,3,3,2,3,7,1,"ASIA"
"AUT","KOREA-SO",1,3,34,3,4,10,1,"ASIA"
"CAN","KOREA-SO",1,3,4,1,7,15,1,"ASIA"
"ESP","KOREA-SO",1,3,3,1,3,60,1,"ASIA"
"AUT","KOREA-SO",1,3,34,3,8,4,1,"ASIA"
"HUN","KOREA-SO",1,3,34,3,2,3,1,"ASIA"
"HUN","KOREA-SO",1,3,34,3,4,5,1,"ASIA"
"NOR","KOREA-SO",1,3,3,3,3,60,1,"ASIA"
"GRC","KOREA-SO",1,3,3,3,6,1,1,"ASIA"
"CAN","KOREA-SO",1,3,4,3,7,10,1,"ASIA"
"CAN","KOREA-SO",1,3,3,1,2,995,1,"ASIA"
"AUS","KOREA-SO",1,3,3,99,2,4,1,"ASIA"
"NZL","KOREA-SO",1,3,4,2,4,12,1,"ASIA"
"AUS","KOREA-SO",1,3,3,1,8,595,1,"ASIA"
"CAN","KOREA-SO",1,3,3,1,8,2170,1,"ASIA"
"NZL","KOREA-SO",1,3,3,1,6,189,1,"ASIA"
"MEX","KOREA-SO",1,3,3,1,99,4,1,"ASIA"
"DNK","KOREA-SO",1,3,3,1,4,45,1,"ASIA"
"CAN","KOREA-SO",1,3,3,1,1,50,1,"ASIA"
"NOR","KOREA-SO",1,3,3,2,8,6,1,"ASIA"
"DNK","KOREA-SO",1,3,3,2,3,15,1,"ASIA"
"AUT","KOREA-SO",1,3,34,2,6,1,1,"ASIA"
"NZL","KOREA-SO",1,3,3,1,9,30,1,"ASIA"
"AUS","KOREA-SO",1,3,3,1,4,1432,1,"ASIA"
"NOR","KOREA-SO",1,3,3,2,6,4,1,"ASIA"
"AUT","KOREA-SO",1,3,34,1,4,26,1,"ASIA"
"IRL","KOREA-SO",1,3,3,2,5,3,1,"ASIA"
"GRC","KOREA-SO",1,3,3,3,99,14,1,"ASIA"
"GRC","KOREA-SO",1,3,3,1,6,6,1,"ASIA"
"SWE","KOREA-SO",1,3,4,3,8,5,1,"ASIA"
"IRL","KOREA-SO",1,3,3,2,4,3,1,"ASIA"
"SWE","KOREA-SO",1,3,3,1,2,290,1,"ASIA"
"FIN","KOREA-SO",1,3,3,3,2,1,1,"ASIA"
"NOR","KOREA-SO",1,3,3,2,1,3,1,"ASIA"
"NOR","KOREA-SO",1,3,3,3,7,1,1,"ASIA"
"MEX","KOREA-SO",1,3,3,3,1,1,1,"ASIA"
"CAN","KOREA-SO",1,3,3,3,1,20,1,"ASIA"
"NZL","KOREA-SO",1,3,4,1,4,78,1,"ASIA"
"GRC","KOREA-SO",1,3,3,3,8,1,1,"ASIA"
"AUS","KOREA-SO",1,3,3,1,99,197,1,"ASIA"
"AUT","KOREA-SO",1,3,34,3,9,1,1,"ASIA"
"IRL","KOREA-SO",1,3,3,2,9,3,1,"ASIA"
"SWE","KOREA-SO",1,3,3,3,6,70,1,"ASIA"
"CAN","KOREA-SO",1,3,3,3,2,1070,1,"ASIA"
"CAN","KOREA-SO",1,3,3,1,3,4735,1,"ASIA"
"GRC","KOREA-SO",1,3,3,3,4,5,1,"ASIA"
"SWE","KOREA-SO",1,3,3,1,4,495,1,"ASIA"
"CAN","KOREA-SO",1,3,3,2,3,420,1,"ASIA"
"AUT","KOREA-SO",1,3,34,3,3,124,1,"ASIA"
"DNK","KOREA-SO",1,3,3,1,6,5,1,"ASIA"
"NOR","KOREA-SO",1,3,3,1,4,292,1,"ASIA"
"CAN","KOREA-SO",1,3,4,2,5,10,1,"ASIA"
"DNK","KOREA-SO",1,3,3,1,8,8,1,"ASIA"
"AUS","KOREA-SO",1,3,3,2,5,92,1,"ASIA"
"AUS","KOREA-SO",1,3,3,3,5,486,1,"ASIA"
"AUT","KOREA-SO",1,3,34,2,3,10,1,"ASIA"
"CZE","KOREA-SO",1,3,3,3,5,2,1,"ASIA"
"ESP","KOREA-SO",1,3,3,3,6,60,1,"ASIA"
"NZL","KOREA-SO",1,3,4,1,6,39,1,"ASIA"
"SWE","KOREA-SO",1,3,3,2,4,30,1,"ASIA"
"NZL","KOREA-SO",1,3,4,1,8,21,1,"ASIA"
"NZL","KOREA-SO",1,3,3,1,7,30,1,"ASIA"
"CAN","KOREA-SO",1,3,4,3,2,10,1,"ASIA"
"MEX","KOREA-SO",1,3,3,3,2,1,1,"ASIA"
"ESP","KOREA-SO",1,3,3,3,,20,1,"ASIA"
"CAN","KOREA-SO",1,3,4,3,6,30,1,"ASIA"
"ESP","KOREA-SO",1,3,3,3,8,40,1,"ASIA"
"AUT","KOREA-SO",1,3,34,1,8,18,1,"ASIA"
"CZE","KOREA-SO",1,3,3,2,4,1,1,"ASIA"
"SWE","KOREA-SO",1,3,4,3,5,10,1,"ASIA"
"ESP","KOREA-SO",1,3,3,2,8,20,1,"ASIA"
"DNK","KOREA-SO",1,3,3,3,5,7,1,"ASIA"
"AUT","KOREA-SO",1,3,34,2,99,1,1,"ASIA"
"CZE","KOREA-SO",1,3,3,3,8,2,1,"ASIA"
"GRC","KOREA-SO",1,3,3,3,3,11,1,"ASIA"
"ESP","KOREA-SO",1,3,3,1,9,20,1,"ASIA"
"NZL","KOREA-SO",1,3,4,2,5,6,1,"ASIA"
"FIN","KOREA-SO",1,3,3,1,3,1,1,"ASIA"
"GRC","KOREA-SO",1,3,3,3,5,2,1,"ASIA"
"NOR","KOREA-SO",1,3,3,3,5,23,1,"ASIA"
"SWE","KOREA-SO",1,3,4,1,4,10,1,"ASIA"
"IRL","KOREA-SO",1,3,3,1,99,6,1,"ASIA"
"HUN","KOREA-SO",1,3,34,3,6,2,1,"ASIA"
"NZL","KOREA-SO",1,3,3,1,8,75,1,"ASIA"
"AUS","KOREA-SO",1,3,4,1,5,42,1,"ASIA"
"GRC","KOREA-SO",1,3,3,3,7,1,1,"ASIA"
"GRC","KOREA-SO",1,3,3,3,9,1,1,"ASIA"
"CAN","KOREA-SO",1,3,3,2,2,130,1,"ASIA"
"CZE","KOREA-SO",1,3,3,3,4,2,1,"ASIA"
"SVK","KOREA-SO",1,3,3,1,99,1,1,"ASIA"
"SWE","KOREA-SO",1,3,3,2,6,5,1,"ASIA"
"ESP","KOREA-SO",1,3,4,3,3,20,1,"ASIA"
"NOR","KOREA-SO",1,3,3,3,4,127,1,"ASIA"
"GRC","KOREA-SO",1,3,4,1,3,1,1,"ASIA"
"AUS","KOREA-SO",1,3,4,3,3,7,1,"ASIA"
"CAN","KOREA-SO",1,3,3,3,5,1545,1,"ASIA"
"FIN","KOREA-SO",1,3,3,2,5,2,1,"ASIA"
"AUT","KOREA-SO",1,3,34,2,7,1,1,"ASIA"
"AUS","KOREA-SO",1,3,3,2,6,84,1,"ASIA"
"NOR","KOREA-SO",1,3,3,1,2,173,1,"ASIA"
"NZL","KOREA-SO",1,3,3,2,8,9,1,"ASIA"
"AUT","KOREA-SO",1,3,34,1,9,5,1,"ASIA"
"IRL","KOREA-SO",1,3,4,1,1,3,1,"ASIA"
"HUN","KOREA-SO",1,3,34,1,3,7,1,"ASIA"
"GRC","KOREA-SO",1,3,3,3,2,3,1,"ASIA"
"CAN","KOREA-SO",1,3,3,3,3,4160,1,"ASIA"
"SWE","KOREA-SO",1,3,3,3,99,35,1,"ASIA"
"CAN","KOREA-SO",1,3,4,1,8,50,1,"ASIA"
"AUS","KOREA-SO",1,3,3,1,2,372,1,"ASIA"
"SWE","KOREA-SO",1,3,3,1,3,165,1,"ASIA"
"DNK","KOREA-SO",1,3,3,2,2,10,1,"ASIA"
"IRL","KOREA-SO",1,3,4,1,5,3,1,"ASIA"
"AUT","KOREA-SO",1,3,34,3,99,25,1,"ASIA"
"NOR","KOREA-SO",1,3,4,1,6,3,1,"ASIA"
"MEX","KOREA-SO",1,3,3,1,6,6,1,"ASIA"
"NOR","KOREA-SO",1,3,3,3,9,15,1,"ASIA"
"AUS","KOREA-SO",1,3,3,99,3,23,1,"ASIA"
"AUS","KOREA-SO",1,3,3,99,9,4,1,"ASIA"
"AUS","KOREA-SO",1,3,3,2,3,191,1,"ASIA"
"SWE","KOREA-SO",1,3,4,1,6,10,1,"ASIA"
"HUN","KOREA-SO",1,3,34,3,8,1,1,"ASIA"
"NZL","KOREA-SO",1,3,3,1,5,126,1,"ASIA"
"AUS","KOREA-SO",1,3,3,99,4,9,1,"ASIA"
"AUS","KOREA-SO",1,3,3,3,7,57,1,"ASIA"
"CAN","KOREA-SO",1,3,4,1,3,70,1,"ASIA"
"AUS","KOREA-SO",1,3,4,3,4,5,1,"ASIA"
"CAN","KOREA-SO",1,3,4,3,5,90,1,"ASIA"
"NOR","KOREA-SO",1,3,3,2,5,2,1,"ASIA"
"AUS","KOREA-SO",1,3,3,2,99,22,1,"ASIA"
"AUS","KOREA-SO",1,3,4,1,4,21,1,"ASIA"
"SWE","KOREA-SO",1,3,3,1,9,35,1,"ASIA"
"NZL","KOREA-SO",1,3,3,3,3,252,1,"ASIA"
"GRC","KOREA-SO",1,3,3,1,2,1,1,"ASIA"
"AUS","KOREA-SO",1,3,4,1,3,28,1,"ASIA"
"CAN","KOREA-SO",1,3,3,2,7,20,1,"ASIA"
"FIN","KOREA-SO",1,3,3,3,6,1,1,"ASIA"
"DNK","KOREA-SO",1,3,3,3,6,1,1,"ASIA"
"DNK","KOREA-SO",1,3,3,3,7,13,1,"ASIA"
"AUS","KOREA-SO",1,3,3,1,6,890,1,"ASIA"
"AUS","KOREA-SO",1,3,3,1,5,872,1,"ASIA"
"NOR","KOREA-SO",1,3,3,3,1,40,1,"ASIA"
"AUS","KOREA-SO",1,3,4,1,8,9,1,"ASIA"
"NOR","KOREA-SO",1,3,3,3,8,47,1,"ASIA"
"CAN","KOREA-SO",1,3,3,3,7,220,1,"ASIA"
"AUS","KOREA-SO",1,3,4,1,6,24,1,"ASIA"
"MEX","KOREA-SO",1,3,3,3,3,1,1,"ASIA"
"CAN","KOREA-SO",1,3,4,1,5,110,1,"ASIA"
"ESP","KOREA-SO",1,3,3,1,7,20,1,"ASIA"
"NZL","KOREA-SO",1,3,3,2,9,6,1,"ASIA"
"CZE","KOREA-SO",1,3,3,3,3,5,1,"ASIA"
"DNK","KOREA-SO",1,3,3,2,5,11,1,"ASIA"
"NOR","KOREA-SO",1,3,3,1,6,32,1,"ASIA"
"AUT","KOREA-SO",1,3,34,1,2,5,1,"ASIA"
"DNK","KOREA-SO",1,3,3,3,3,53,1,"ASIA"
"SWE","KOREA-SO",1,3,3,1,6,240,1,"ASIA"
"SWE","KOREA-SO",1,3,3,2,2,5,1,"ASIA"
"AUS","KOREA-SO",1,3,3,3,6,408,1,"ASIA"
"GRC","KOREA-SO",1,3,4,2,3,2,1,"ASIA"
"DNK","KOREA-SO",1,3,4,1,7,2,1,"ASIA"
"HUN","KOREA-SO",1,3,34,1,4,11,1,"ASIA"
"GRC","KOREA-SO",1,3,3,1,3,8,1,"ASIA"
"NOR","KOREA-SO",1,3,4,3,5,1,1,"ASIA"
"AUT","KOREA-SO",1,3,34,1,5,16,1,"ASIA"
"CAN","KOREA-SO",1,3,3,1,6,3865,1,"ASIA"
"NZL","KOREA-SO",1,3,4,3,8,18,1,"ASIA"
"IRL","KOREA-SO",1,3,3,3,8,9,1,"ASIA"
"SWE","KOREA-SO",1,3,3,3,4,175,1,"ASIA"
"GRC","KOREA-SO",1,3,3,1,5,2,1,"ASIA"
"NOR","KWT",1,3,3,1,8,3,0,"ASIA"
"CAN","KWT",1,3,3,2,6,55,0,"ASIA"
"AUS","KWT",1,3,3,1,4,81,0,"ASIA"
"AUS","KWT",1,3,3,3,3,24,0,"ASIA"
"SVK","KWT",1,3,3,1,4,1,0,"ASIA"
"CAN","KWT",1,3,3,2,8,25,0,"ASIA"
"AUS","KWT",1,3,3,3,4,29,0,"ASIA"
"NZL","KWT",1,3,3,2,4,6,0,"ASIA"
"HUN","KWT",1,3,34,3,4,1,0,"ASIA"
"GRC","KWT",1,3,4,1,4,1,0,"ASIA"
"DNK","KWT",1,3,3,1,5,12,0,"ASIA"
"CZE","KWT",1,3,3,1,99,1,0,"ASIA"
"CZE","KWT",1,3,3,1,6,2,0,"ASIA"
"CAN","KWT",1,3,3,3,6,130,0,"ASIA"
"MEX","KWT",1,3,3,1,4,1,0,"ASIA"
"ESP","KWT",1,3,3,1,8,20,0,"ASIA"
"FIN","KWT",1,3,3,1,6,1,0,"ASIA"
"CAN","KWT",1,3,3,1,3,140,0,"ASIA"
"CZE","KWT",1,3,3,1,3,1,0,"ASIA"
"IRL","KWT",1,3,3,3,8,15,0,"ASIA"
"SVK","KWT",1,3,3,3,6,1,0,"ASIA"
"IRL","KWT",1,3,3,3,99,6,0,"ASIA"
"CAN","KWT",1,3,3,1,5,420,0,"ASIA"
"CAN","KWT",1,3,3,3,2,55,0,"ASIA"
"ESP","KWT",1,3,3,1,3,40,0,"ASIA"
"NOR","KWT",1,3,3,3,6,1,0,"ASIA"
"AUS","KWT",1,3,3,3,99,12,0,"ASIA"
"MEX","KWT",1,3,3,1,2,2,0,"ASIA"
"SWE","KWT",1,3,3,1,99,10,0,"ASIA"
"NZL","KWT",1,3,4,2,4,3,0,"ASIA"
"NZL","KWT",1,3,3,1,8,6,0,"ASIA"
"CAN","KWT",1,3,4,1,8,10,0,"ASIA"
"SVK","KWT",1,3,3,3,2,1,0,"ASIA"
"DNK","KWT",1,3,3,3,8,10,0,"ASIA"
"GRC","KWT",1,3,3,1,6,12,0,"ASIA"
"NZL","KWT",1,3,3,1,4,9,0,"ASIA"
"SWE","KWT",1,3,3,3,2,10,0,"ASIA"
"IRL","KWT",1,3,4,1,5,3,0,"ASIA"
"AUS","KWT",1,3,3,2,6,20,0,"ASIA"
"GRC","KWT",1,3,3,1,5,3,0,"ASIA"
"NZL","KWT",1,3,3,3,4,3,0,"ASIA"
"GRC","KWT",1,3,3,3,5,1,0,"ASIA"
"CZE","KWT",1,3,3,1,4,4,0,"ASIA"
"SWE","KWT",1,3,3,2,5,5,0,"ASIA"
"GRC","KWT",1,3,3,3,3,1,0,"ASIA"
"FIN","KWT",1,3,3,3,4,2,0,"ASIA"
"NOR","KWT",1,3,3,3,1,1,0,"ASIA"
"DNK","KWT",1,3,3,2,7,1,0,"ASIA"
"CZE","KWT",1,3,3,3,8,2,0,"ASIA"
"SVK","KWT",1,3,3,3,8,2,0,"ASIA"
"CAN","KWT",1,3,3,1,4,725,0,"ASIA"
"AUS","KWT",1,3,3,1,5,87,0,"ASIA"
"CAN","KWT",1,3,3,2,4,90,0,"ASIA"
"DNK","KWT",1,3,3,3,7,9,0,"ASIA"
"AUS","KWT",1,3,3,2,4,12,0,"ASIA"
"CAN","KWT",1,3,3,1,8,205,0,"ASIA"
"CZE","KWT",1,3,3,3,99,1,0,"ASIA"
"SWE","KWT",1,3,3,2,4,5,0,"ASIA"
"SWE","KWT",1,3,3,1,8,15,0,"ASIA"
"GRC","KWT",1,3,3,1,4,9,0,"ASIA"
"DNK","KWT",1,3,3,3,4,2,0,"ASIA"
"FIN","KWT",1,3,3,3,6,1,0,"ASIA"
"IRL","KWT",1,3,3,3,2,3,0,"ASIA"
"ESP","KWT",1,3,3,1,4,20,0,"ASIA"
"GRC","KWT",1,3,3,2,6,1,0,"ASIA"
"MEX","KWT",1,3,3,1,99,1,0,"ASIA"
"SWE","KWT",1,3,4,1,8,5,0,"ASIA"
"DNK","KWT",1,3,3,1,1,1,0,"ASIA"
"AUS","KWT",1,3,3,1,3,31,0,"ASIA"
"CAN","KWT",1,3,3,2,3,35,0,"ASIA"
"AUS","KWT",1,3,3,1,6,91,0,"ASIA"
"IRL","KWT",1,3,3,1,5,3,0,"ASIA"
"GRC","KWT",1,3,3,2,8,2,0,"ASIA"
"GRC","KWT",1,3,3,3,4,2,0,"ASIA"
"SVK","KWT",1,3,3,1,6,2,0,"ASIA"
"NZL","KWT",1,3,3,1,5,9,0,"ASIA"
"SVK","KWT",1,3,3,3,99,1,0,"ASIA"
"AUS","KWT",1,3,3,3,2,8,0,"ASIA"
"ESP","KWT",1,3,3,1,9,20,0,"ASIA"
"CAN","KWT",1,3,3,3,5,190,0,"ASIA"
"GRC","KWT",1,3,3,1,3,1,0,"ASIA"
"GRC","KWT",1,3,3,2,2,1,0,"ASIA"
"GRC","KWT",1,3,3,3,6,1,0,"ASIA"
"SWE","KWT",1,3,3,3,8,10,0,"ASIA"
"HUN","KWT",1,3,34,1,8,12,0,"ASIA"
"IRL","KWT",1,3,3,1,6,6,0,"ASIA"
"CAN","KWT",1,3,3,2,2,10,0,"ASIA"
"NZL","KWT",1,3,3,2,9,3,0,"ASIA"
"AUS","KWT",1,3,3,3,6,32,0,"ASIA"
"DNK","KWT",1,3,3,1,4,2,0,"ASIA"
"AUS","KWT",1,3,3,1,8,37,0,"ASIA"
"CZE","KWT",1,3,3,1,8,1,0,"ASIA"
"SWE","KWT",1,3,3,3,3,10,0,"ASIA"
"NOR","KWT",1,3,3,2,1,1,0,"ASIA"
"AUS","KWT",1,3,3,1,9,12,0,"ASIA"
"FIN","KWT",1,3,3,2,8,1,0,"ASIA"
"IRL","KWT",1,3,3,3,5,6,0,"ASIA"
"CAN","KWT",1,3,3,3,7,15,0,"ASIA"
"NZL","KWT",1,3,3,1,6,6,0,"ASIA"
"DNK","KWT",1,3,3,3,6,1,0,"ASIA"
"SVK","KWT",1,3,3,1,7,1,0,"ASIA"
"NOR","KWT",1,3,3,3,4,4,0,"ASIA"
"GRC","KWT",1,3,3,3,99,4,0,"ASIA"
"SWE","KWT",1,3,3,1,3,5,0,"ASIA"
"AUS","KWT",1,3,3,1,99,11,0,"ASIA"
"CAN","KWT",1,3,3,1,2,20,0,"ASIA"
"SWE","KWT",1,3,3,1,5,5,0,"ASIA"
"NZL","KWT",1,3,3,1,99,3,0,"ASIA"
"NOR","KWT",1,3,3,1,99,1,0,"ASIA"
"CAN","KWT",1,3,3,1,6,475,0,"ASIA"
"CZE","KWT",1,3,3,3,6,1,0,"ASIA"
"CAN","KWT",1,3,3,3,9,35,0,"ASIA"
"MEX","KWT",1,3,3,1,5,1,0,"ASIA"
"AUS","KWT",1,3,3,2,5,16,0,"ASIA"
"NZL","KWT",1,3,4,1,6,3,0,"ASIA"
"AUS","KWT",1,3,3,3,8,23,0,"ASIA"
"HUN","KWT",1,3,34,1,4,3,0,"ASIA"
"DNK","KWT",1,3,3,1,2,1,0,"ASIA"
"ESP","KWT",1,3,3,3,3,20,0,"ASIA"
"SWE","KWT",1,3,3,3,5,10,0,"ASIA"
"DNK","KWT",1,3,3,2,8,1,0,"ASIA"
"CZE","KWT",1,3,3,1,2,1,0,"ASIA"
"IRL","KWT",1,3,3,1,3,3,0,"ASIA"
"SWE","KWT",1,3,3,3,99,20,0,"ASIA"
"IRL","KWT",1,3,3,2,8,6,0,"ASIA"
"DNK","KWT",1,3,3,1,3,5,0,"ASIA"
"DNK","KWT",1,3,3,1,7,8,0,"ASIA"
"ESP","KWT",1,3,4,1,9,20,0,"ASIA"
"DNK","KWT",1,3,3,1,8,3,0,"ASIA"
"DNK","KWT",1,3,3,2,1,2,0,"ASIA"
"HUN","KWT",1,3,34,1,5,5,0,"ASIA"
"DNK","KWT",1,3,3,2,5,1,0,"ASIA"
"MEX","KWT",1,3,3,1,1,2,0,"ASIA"
"NOR","KWT",1,3,3,1,7,1,0,"ASIA"
"CAN","KWT",1,3,3,2,5,85,0,"ASIA"
"NOR","KWT",1,3,3,3,3,2,0,"ASIA"
"IRL","KWT",1,3,3,1,1,6,0,"ASIA"
"DNK","KWT",1,3,3,3,2,13,0,"ASIA"
"GRC","KWT",1,3,3,3,8,1,0,"ASIA"
"IRL","KWT",1,3,3,1,8,12,0,"ASIA"
"NOR","KWT",1,3,3,1,3,2,0,"ASIA"
"HUN","KWT",1,3,34,1,9,1,0,"ASIA"
"NOR","KWT",1,3,3,1,6,1,0,"ASIA"
"NZL","KWT",1,3,3,3,6,6,0,"ASIA"
"MEX","KWT",1,3,3,1,6,1,0,"ASIA"
"AUS","KWT",1,3,3,3,5,42,0,"ASIA"
"NOR","KWT",1,3,3,3,2,1,0,"ASIA"
"CAN","KWT",1,3,3,3,4,330,0,"ASIA"
"NOR","KWT",1,3,3,3,5,2,0,"ASIA"
"CAN","KWT",1,3,3,1,9,50,0,"ASIA"
"SWE","KWT",1,3,3,3,4,20,0,"ASIA"
"NOR","KWT",1,3,3,2,4,1,0,"ASIA"
"SWE","KWT",1,3,3,3,6,10,0,"ASIA"
"SWE","KWT",1,3,3,1,6,10,0,"ASIA"
"CZE","KWT",1,3,3,1,5,1,0,"ASIA"
"IRL","KWT",1,3,3,3,1,21,0,"ASIA"
"AUS","KWT",1,3,3,1,2,23,0,"ASIA"
"CAN","KWT",1,3,4,1,5,10,0,"ASIA"
"ESP","KWT",1,3,3,3,8,60,0,"ASIA"
"GRC","KWT",1,3,3,1,8,6,0,"ASIA"
"DNK","KWT",1,3,3,2,2,1,0,"ASIA"
"NZL","KWT",1,3,3,3,5,9,0,"ASIA"
"CAN","KWT",1,3,4,3,3,10,0,"ASIA"
"DNK","KWT",1,3,3,2,3,3,0,"ASIA"
"NZL","KWT",1,3,4,1,4,3,0,"ASIA"
"DNK","KWT",1,3,3,3,1,10,0,"ASIA"
"SWE","KWT",1,3,3,1,4,10,0,"ASIA"
"NZL","KWT",1,3,3,3,8,6,0,"ASIA"
"NZL","KWT",1,3,3,2,5,3,0,"ASIA"
"DNK","KWT",1,3,3,3,5,15,0,"ASIA"
"GRC","KWT",1,3,3,1,9,2,0,"ASIA"
"MEX","KWT",1,3,3,1,3,1,0,"ASIA"
"CAN","KWT",1,3,4,1,6,15,0,"ASIA"
"CAN","KWT",1,3,3,3,3,65,0,"ASIA"
"HUN","KWT",1,3,34,1,3,2,0,"ASIA"
"GRC","KWT",1,3,3,1,99,2,0,"ASIA"
"IRL","KWT",1,3,3,1,99,3,0,"ASIA"
"NOR","KWT",1,3,3,1,2,2,0,"ASIA"
"CAN","KWT",1,3,3,1,1,10,0,"ASIA"
"NZL","KWT",1,3,4,3,5,3,0,"ASIA"
"DNK","KWT",1,3,3,3,3,10,0,"ASIA"
"HUN","KWT",1,3,34,1,6,15,0,"ASIA"
"CAN","KWT",1,3,3,3,8,135,0,"ASIA"
"HUN","LAO",1,3,34,1,6,3,0,"ASIA"
"CAN","LAO",1,3,3,3,2,20,0,"ASIA"
"CAN","LAO",1,3,3,2,6,35,0,"ASIA"
"NZL","LAO",1,3,3,1,8,9,0,"ASIA"
"NZL","LAO",1,3,3,1,99,3,0,"ASIA"
"CZE","LAO",1,3,3,1,4,1,0,"ASIA"
"NZL","LAO",1,3,3,1,2,6,0,"ASIA"
"AUS","LAO",1,3,3,2,5,18,0,"ASIA"
"HUN","LAO",1,3,34,1,2,4,0,"ASIA"
"NZL","LAO",1,3,3,1,4,9,0,"ASIA"
"AUS","LAO",1,3,3,1,9,30,0,"ASIA"
"CZE","LAO",1,3,3,1,99,1,0,"ASIA"
"HUN","LAO",1,3,34,1,8,2,0,"ASIA"
"NZL","LAO",1,3,3,1,6,15,0,"ASIA"
"NZL","LAO",1,3,3,2,6,3,0,"ASIA"
"CAN","LAO",1,3,3,2,5,15,0,"ASIA"
"AUS","LAO",1,3,3,1,5,231,0,"ASIA"
"AUS","LAO",1,3,3,3,6,31,0,"ASIA"
"SWE","LAO",1,3,3,1,99,5,0,"ASIA"
"MEX","LAO",1,3,3,1,3,1,0,"ASIA"
"NZL","LAO",1,3,3,3,2,3,0,"ASIA"
"HUN","LAO",1,3,34,3,4,1,0,"ASIA"
