country,coub,fborn,edu_lfs,edu_cen,dos_lfs,dos_cen,sex,number,reg_oecd,reg_regions
"DNK","AFG",1,99,99,1,3,2,53,0,"ASIA"
"NZL","AFG",1,2,2,3,5,1,18,0,"ASIA"
"DNK","AFG",1,3,3,3,5,1,37,0,"ASIA"
"CAN","AFG",1,1,1,3,6,2,60,0,"ASIA"
"CAN","AFG",1,3,4,1,2,1,30,0,"ASIA"
"NOR","AFG",1,1,1,1,1,1,41,0,"ASIA"
"DNK","AFG",1,3,3,2,4,1,95,0,"ASIA"
"ITA","AFG",1,2,2,3,6,1,5,0,"ASIA"
"GRC","AFG",1,1,1,1,2,2,2,0,"ASIA"
"BEL","AFG",1,2,2,1,3,2,6,0,"ASIA"
"BEL","AFG",1,3,4,1,3,1,1,0,"ASIA"
"CAN","AFG",1,3,4,1,3,1,25,0,"ASIA"
"NOR","AFG",1,1,1,3,5,1,24,0,"ASIA"
"FRA","AFG",1,1,1,3,6,1,12,0,"ASIA"
"IRL","AFG",1,1,1,2,4,2,3,0,"ASIA"
"ITA","AFG",1,3,4,3,5,2,1,0,"ASIA"
"CAN","AFG",1,3,3,3,5,1,915,0,"ASIA"
"AUS","AFG",1,1,1,3,5,2,245,0,"ASIA"
"NOR","AFG",1,99,99,3,5,2,17,0,"ASIA"
"SWE","AFG",1,3,3,1,2,2,65,0,"ASIA"
"USA","AFG",1,3,3,3,6,2,785,0,"ASIA"
"NOR","AFG",1,2,2,1,1,1,15,0,"ASIA"
"GRC","AFG",1,3,3,3,5,1,1,0,"ASIA"
"GRC","AFG",1,3,3,1,3,1,2,0,"ASIA"
"AUS","AFG",1,2,2,3,6,1,27,0,"ASIA"
"FRA","AFG",1,1,1,1,2,1,11,0,"ASIA"
"NOR","AFG",1,99,99,1,1,1,1133,0,"ASIA"
"SWE","AFG",1,1,1,1,3,1,140,0,"ASIA"
"NOR","AFG",1,3,3,1,3,2,6,0,"ASIA"
"DEU","AFG",1,1,,3,,2,8580,0,"ASIA"
"GRC","AFG",1,3,3,1,3,2,1,0,"ASIA"
"NOR","AFG",1,1,1,1,1,2,9,0,"ASIA"
"GRC","AFG",1,1,1,1,1,2,7,0,"ASIA"
"NOR","AFG",1,3,3,1,3,1,24,0,"ASIA"
"BEL","AFG",1,3,3,3,6,2,3,0,"ASIA"
"CAN","AFG",1,2,2,2,4,2,890,0,"ASIA"
"SWE","AFG",1,3,3,1,1,1,40,0,"ASIA"
"GRC","AFG",1,1,1,2,4,1,5,0,"ASIA"
"BEL","AFG",1,1,1,99,99,1,7,0,"ASIA"
"GRC","AFG",1,2,2,1,1,1,41,0,"ASIA"
"GRC","AFG",1,1,1,2,4,2,3,0,"ASIA"
"BEL","AFG",1,1,1,2,4,1,33,0,"ASIA"
"NOR","AFG",1,1,1,3,5,2,28,0,"ASIA"
"USA","AFG",1,3,4,3,5,2,25,0,"ASIA"
"NOR","AFG",1,1,1,2,4,1,5,0,"ASIA"
"ITA","AFG",1,2,2,3,5,2,2,0,"ASIA"
"FRA","AFG",1,3,34,1,2,1,13,0,"ASIA"
"FRA","AFG",1,2,2,1,3,2,13,0,"ASIA"
"NOR","AFG",1,99,99,1,3,2,32,0,"ASIA"
"SWE","AFG",1,2,2,3,6,1,15,0,"ASIA"
"NOR","AFG",1,1,1,1,3,2,18,0,"ASIA"
"NOR","AFG",1,2,2,1,2,1,89,0,"ASIA"
"BEL","AFG",1,3,3,1,3,2,16,0,"ASIA"
"GRC","AFG",1,1,1,1,2,1,29,0,"ASIA"
"SWE","AFG",1,2,2,2,4,1,295,0,"ASIA"
"FRA","AFG",1,1,1,3,5,1,84,0,"ASIA"
"NOR","AFG",1,99,99,1,2,1,389,0,"ASIA"
"USA","AFG",1,1,1,1,3,2,419,0,"ASIA"
"FRA","AFG",1,1,1,2,4,2,32,0,"ASIA"
"CAN","AFG",1,2,2,3,5,2,660,0,"ASIA"
"SWE","AFG",1,2,2,3,6,2,10,0,"ASIA"
"NZL","AFG",1,1,1,1,1,2,15,0,"ASIA"
"AUS","AFG",1,3,3,99,99,2,13,0,"ASIA"
"AUS","AFG",1,2,2,3,5,1,406,0,"ASIA"
"ITA","AFG",1,3,4,99,99,2,3,0,"ASIA"
"AUS","AFG",1,3,3,3,6,1,27,0,"ASIA"
"CAN","AFG",1,2,2,1,1,2,115,0,"ASIA"
"USA","AFG",1,1,1,3,6,2,435,0,"ASIA"
"NOR","AFG",1,2,2,3,5,2,48,0,"ASIA"
"ITA","AFG",1,2,2,3,5,1,5,0,"ASIA"
"NZL","AFG",1,3,3,3,6,1,3,0,"ASIA"
"SWE","AFG",1,99,99,3,5,2,25,0,"ASIA"
"NZL","AFG",1,3,3,1,3,1,3,0,"ASIA"
"FRA","AFG",1,3,34,1,3,1,20,0,"ASIA"
"FRA","AFG",1,1,1,99,99,2,52,0,"ASIA"
"NZL","AFG",1,1,1,1,3,1,6,0,"ASIA"
"GRC","AFG",1,2,2,99,99,1,2,0,"ASIA"
"FRA","AFG",1,2,2,2,4,2,86,0,"ASIA"
"FRA","AFG",1,2,2,3,5,1,173,0,"ASIA"
"NZL","AFG",1,2,2,2,4,1,24,0,"ASIA"
"DNK","AFG",1,3,3,1,1,1,187,0,"ASIA"
"GRC","AFG",1,1,1,99,99,2,5,0,"ASIA"
"CAN","AFG",1,1,1,1,3,2,775,0,"ASIA"
"FRA","AFG",1,3,34,3,6,1,132,0,"ASIA"
"CAN","AFG",1,3,3,3,6,1,85,0,"ASIA"
"FRA","AFG",1,3,34,3,5,2,129,0,"ASIA"
"NZL","AFG",1,2,2,3,6,1,3,0,"ASIA"
"CAN","AFG",1,1,1,2,4,1,755,0,"ASIA"
"DNK","AFG",1,99,99,3,6,1,20,0,"ASIA"
"GRC","AFG",1,2,2,3,5,1,1,0,"ASIA"
"BEL","AFG",1,1,1,3,5,2,16,0,"ASIA"
"GRC","AFG",1,2,2,1,2,1,4,0,"ASIA"
"CAN","AFG",1,1,1,1,1,1,170,0,"ASIA"
"IRL","AFG",1,1,1,1,2,2,9,0,"ASIA"
"GRC","AFG",1,1,1,99,99,1,2,0,"ASIA"
"GRC","AFG",1,2,2,2,4,1,2,0,"ASIA"
"AUS","AFG",1,2,2,3,6,2,20,0,"ASIA"
"DNK","AFG",1,2,2,2,4,2,84,0,"ASIA"
"BEL","AFG",1,1,1,1,1,1,4,0,"ASIA"
"NOR","AFG",1,2,2,2,4,1,11,0,"ASIA"
"BEL","AFG",1,1,1,1,2,2,21,0,"ASIA"
"CAN","AFG",1,1,1,1,3,1,620,0,"ASIA"
"GRC","AFG",1,99,99,1,1,1,21,0,"ASIA"
"IRL","AFG",1,3,3,99,99,2,6,0,"ASIA"
"SWE","AFG",1,99,99,1,1,2,185,0,"ASIA"
"SWE","AFG",1,99,99,1,1,1,175,0,"ASIA"
"AUS","AFG",1,1,1,2,4,1,295,0,"ASIA"
"AUS","AFG",1,2,2,1,2,2,180,0,"ASIA"
"DNK","AFG",1,99,99,1,2,2,199,0,"ASIA"
"GRC","AFG",1,2,2,99,99,2,6,0,"ASIA"
"DNK","AFG",1,2,2,1,2,1,145,0,"ASIA"
"NZL","AFG",1,2,2,1,3,2,12,0,"ASIA"
"LUX","AFG",1,2,2,1,2,1,1,0,"ASIA"
"IRL","AFG",1,1,1,1,1,2,3,0,"ASIA"
"ITA","AFG",1,1,1,1,2,1,9,0,"ASIA"
"IRL","AFG",1,1,1,1,2,1,6,0,"ASIA"
"AUS","AFG",1,99,99,1,1,2,42,0,"ASIA"
"GRC","AFG",1,1,1,1,1,1,131,0,"ASIA"
"NZL","AFG",1,1,1,1,2,2,15,0,"ASIA"
"SWE","AFG",1,99,99,1,2,2,265,0,"ASIA"
"SWE","AFG",1,99,99,1,2,1,230,0,"ASIA"
"CHE","AFG",1,3,3,2,4,1,29,0,"ASIA"
"AUS","AFG",1,2,2,1,1,2,58,0,"ASIA"
"ITA","AFG",1,3,3,2,4,1,3,0,"ASIA"
"SWE","AFG",1,3,4,2,4,2,10,0,"ASIA"
"SWE","AFG",1,99,99,99,99,2,5,0,"ASIA"
"BEL","AFG",1,99,99,99,99,1,16,0,"ASIA"
"SWE","AFG",1,3,4,1,2,1,5,0,"ASIA"
"CHE","AFG",1,2,2,3,6,1,81,0,"ASIA"
"NZL","AFG",1,2,2,99,99,1,3,0,"ASIA"
"FRA","AFG",1,3,34,99,99,1,80,0,"ASIA"
"CAN","AFG",1,1,1,2,4,2,1030,0,"ASIA"
"CAN","AFG",1,2,2,1,2,1,860,0,"ASIA"
"AUS","AFG",1,1,1,2,4,2,436,0,"ASIA"
"SWE","AFG",1,1,1,1,1,1,50,0,"ASIA"
"SWE","AFG",1,1,1,3,6,2,10,0,"ASIA"
"SWE","AFG",1,1,1,2,4,1,240,0,"ASIA"
"SWE","AFG",1,99,99,3,5,1,10,0,"ASIA"
"SWE","AFG",1,2,2,1,2,1,135,0,"ASIA"
"SWE","AFG",1,2,2,1,3,1,135,0,"ASIA"
"BEL","AFG",1,1,1,3,6,1,1,0,"ASIA"
"SWE","AFG",1,3,3,1,1,2,35,0,"ASIA"
"BEL","AFG",1,99,99,1,2,1,25,0,"ASIA"
"CHE","AFG",1,2,2,2,4,1,30,0,"ASIA"
"USA","AFG",1,2,2,2,4,1,1660,0,"ASIA"
"BEL","AFG",1,1,1,1,3,2,23,0,"ASIA"
"BEL","AFG",1,99,99,3,5,1,13,0,"ASIA"
"CAN","AFG",1,3,3,1,3,1,385,0,"ASIA"
"CAN","AFG",1,3,4,3,5,1,30,0,"ASIA"
"CAN","AFG",1,3,3,3,6,2,40,0,"ASIA"
"DNK","AFG",1,1,1,3,6,2,26,0,"ASIA"
"SWE","AFG",1,2,2,1,1,1,45,0,"ASIA"
"FRA","AFG",1,2,2,2,4,1,42,0,"ASIA"
"AUS","AFG",1,2,2,1,3,2,98,0,"ASIA"
"USA","AFG",1,3,4,2,4,1,55,0,"ASIA"
"AUS","AFG",1,3,3,99,99,1,26,0,"ASIA"
"IRL","AFG",1,1,1,1,1,1,3,0,"ASIA"
"BEL","AFG",1,3,3,3,5,2,4,0,"ASIA"
"NOR","AFG",1,99,99,2,4,2,7,0,"ASIA"
"AUS","AFG",1,3,4,2,4,1,10,0,"ASIA"
"NZL","AFG",1,1,1,1,3,2,3,0,"ASIA"
"USA","AFG",1,3,3,1,2,1,335,0,"ASIA"
"NZL","AFG",1,99,99,1,3,2,6,0,"ASIA"
"USA","AFG",1,3,3,1,3,2,160,0,"ASIA"
"DNK","AFG",1,1,1,1,1,1,193,0,"ASIA"
"BEL","AFG",1,2,2,1,2,1,11,0,"ASIA"
"AUS","AFG",1,1,1,1,1,1,745,0,"ASIA"
"AUS","AFG",1,99,99,1,2,2,81,0,"ASIA"
"SWE","AFG",1,3,3,3,5,1,130,0,"ASIA"
"FRA","AFG",1,3,34,2,4,2,68,0,"ASIA"
"DNK","AFG",1,3,3,2,4,2,60,0,"ASIA"
"DNK","AFG",1,2,2,3,6,1,20,0,"ASIA"
"AUS","AFG",1,3,3,1,2,2,123,0,"ASIA"
"NZL","AFG",1,2,2,99,99,2,3,0,"ASIA"
"ITA","AFG",1,3,3,1,2,1,2,0,"ASIA"
"DNK","AFG",1,99,99,3,5,1,43,0,"ASIA"
"AUS","AFG",1,99,99,99,99,2,88,0,"ASIA"
"ITA","AFG",1,1,1,2,4,2,4,0,"ASIA"
"NOR","AFG",1,2,2,1,3,1,41,0,"ASIA"
"BEL","AFG",1,99,99,1,1,1,3,0,"ASIA"
"USA","AFG",1,1,1,3,5,1,2395,0,"ASIA"
"FRA","AFG",1,2,2,1,3,1,12,0,"ASIA"
"BEL","AFG",1,1,1,1,2,1,39,0,"ASIA"
"FRA","AFG",1,2,2,99,99,1,57,0,"ASIA"
"FRA","AFG",1,1,1,1,1,2,20,0,"ASIA"
"BEL","AFRI",1,1,1,2,4,2,2,0,"AFRI"
"BEL","AFRI",1,1,1,1,3,2,2,0,"AFRI"
"AUS","AFRI",1,3,3,1,2,1,76,0,"AFRI"
"USA","AFRI",1,3,4,1,3,1,20,0,"AFRI"
"NOR","AFRI",1,99,99,1,2,2,13,0,"AFRI"
"BEL","AFRI",1,1,1,3,6,2,8,0,"AFRI"
"AUS","AFRI",1,1,1,1,3,2,76,0,"AFRI"
"IRL","AFRI",1,2,2,1,3,2,3,0,"AFRI"
"NOR","AFRI",1,3,4,1,3,2,4,0,"AFRI"
"DEU","AFRI",1,1,,3,,2,20670,0,"AFRI"
"NZL","AFRI",1,2,2,99,99,2,9,0,"AFRI"
"BEL","AFRI",1,2,2,1,1,1,1,0,"AFRI"
"AUS","AFRI",1,1,1,3,6,2,881,0,"AFRI"
"AUS","AFRI",1,99,99,1,2,1,85,0,"AFRI"
"NOR","AFRI",1,1,1,1,2,1,18,0,"AFRI"
"NZL","AFRI",1,3,4,1,2,1,15,0,"AFRI"
"BEL","AFRI",1,3,3,1,2,1,3,0,"AFRI"
"AUS","AFRI",1,2,2,3,5,2,343,0,"AFRI"
"BEL","AFRI",1,3,3,1,3,2,3,0,"AFRI"
"GBR","AFRI",1,1,,3,,2,18036,0,"AFRI"
"AUS","AFRI",1,3,3,1,1,2,89,0,"AFRI"
"GBR","AFRI",1,99,,3,,2,68390,0,"AFRI"
"IRL","AFRI",1,3,3,1,3,2,6,0,"AFRI"
"GBR","AFRI",1,3,,2,,2,7763,0,"AFRI"
"PRT","AFRI",1,3,,3,,2,14717,0,"AFRI"
"AUS","AFRI",1,99,99,2,4,1,133,0,"AFRI"
"IRL","AFRI",1,2,2,1,3,1,6,0,"AFRI"
"GBR","AFRI",1,2,,1,,1,5225,0,"AFRI"
"NZL","AFRI",1,3,3,3,5,2,24,0,"AFRI"
"AUS","AFRI",1,2,2,1,1,2,92,0,"AFRI"
"AUS","AFRI",1,3,3,99,99,1,59,0,"AFRI"
"AUS","AFRI",1,2,2,2,4,2,156,0,"AFRI"
"NZL","AFRI",1,99,99,1,3,1,15,0,"AFRI"
"NZL","AFRI",1,1,1,99,99,1,3,0,"AFRI"
"BEL","AFRI",1,1,1,3,5,2,3,0,"AFRI"
"NZL","AFRI",1,99,99,99,99,2,12,0,"AFRI"
"NOR","AFRI",1,2,2,1,2,1,11,0,"AFRI"
"BEL","AFRI",1,1,1,1,2,1,2,0,"AFRI"
"AUS","AFRI",1,3,3,3,6,1,813,0,"AFRI"
"NZL","AFRI",1,3,4,99,99,1,6,0,"AFRI"
"PRT","AFRI",1,1,,3,,1,49961,0,"AFRI"
"NOR","AFRI",1,1,1,2,4,2,39,0,"AFRI"
"GBR","AFRI",1,2,,1,,2,6184,0,"AFRI"
"USA","AFRI",1,1,1,1,1,2,680,0,"AFRI"
"DEU","AFRI",1,2,,2,,2,5240,0,"AFRI"
"USA","AFRI",1,3,4,3,5,1,80,0,"AFRI"
"USA","AFRI",1,2,2,2,4,2,2540,0,"AFRI"
"NOR","AFRI",1,99,99,2,4,2,34,0,"AFRI"
"NOR","AFRI",1,99,99,1,3,1,29,0,"AFRI"
"USA","AFRI",1,1,1,2,4,1,1540,0,"AFRI"
"NOR","AFRI",1,99,99,1,1,1,11,0,"AFRI"
"IRL","AFRI",1,99,99,3,5,2,3,0,"AFRI"
"USA","AFRI",1,3,3,1,2,2,655,0,"AFRI"
"AUS","AFRI",1,3,4,1,2,2,18,0,"AFRI"
"BEL","AFRI",1,3,4,3,5,2,1,0,"AFRI"
"NOR","AFRI",1,3,4,3,6,1,31,0,"AFRI"
"NOR","AFRI",1,3,3,2,4,1,36,0,"AFRI"
"NOR","AFRI",1,3,3,1,3,2,20,0,"AFRI"
"NOR","AFRI",1,3,3,1,2,2,10,0,"AFRI"
"USA","AFRI",1,3,3,2,4,2,1140,0,"AFRI"
"NOR","AFRI",1,2,2,2,4,1,40,0,"AFRI"
"NOR","AFRI",1,2,2,1,3,2,29,0,"AFRI"
"NOR","AFRI",1,1,1,3,5,1,38,0,"AFRI"
"AUS","AFRI",1,2,2,1,2,1,97,0,"AFRI"
"AUS","AFRI",1,1,1,3,5,1,311,0,"AFRI"
"AUS","AFRI",1,3,3,2,4,1,191,0,"AFRI"
"AUS","AFRI",1,99,99,1,3,2,86,0,"AFRI"
"AUS","AFRI",1,1,1,1,3,1,70,0,"AFRI"
"AUS","AFRI",1,3,4,2,4,1,108,0,"AFRI"
"IRL","AFRI",1,3,3,1,1,2,3,0,"AFRI"
"USA","AFRI",1,2,2,1,3,1,2040,0,"AFRI"
"GBR","AFRI",1,2,,3,,1,46392,0,"AFRI"
"NZL","AFRI",1,1,1,99,99,2,3,0,"AFRI"
"USA","AFRI",1,1,1,2,4,2,1415,0,"AFRI"
"BEL","AFRI",1,3,3,3,6,2,6,0,"AFRI"
"NOR","AFRI",1,3,3,3,5,2,36,0,"AFRI"
"AUS","AFRI",1,1,1,3,5,2,369,0,"AFRI"
"NOR","AFRI",1,3,4,2,4,1,15,0,"AFRI"
"NLD","AFRI",1,1,,2,,2,7839,0,"AFRI"
"DEU","AFRI",1,2,,2,,1,6560,0,"AFRI"
"USA","AFRI",1,3,3,1,1,1,550,0,"AFRI"
"NLD","AFRI",1,2,,1,,1,1807,0,"AFRI"
"IRL","AFRI",1,1,1,3,5,2,3,0,"AFRI"
"NZL","AFRI",1,3,3,3,6,1,48,0,"AFRI"
"NZL","AFRI",1,1,1,3,5,1,6,0,"AFRI"
"USA","AFRI",1,1,1,3,6,2,1085,0,"AFRI"
"AUS","AFRI",1,3,3,2,4,2,171,0,"AFRI"
"USA","AFRI",1,3,3,3,6,2,2555,0,"AFRI"
"GBR","AFRI",1,3,,1,,1,5123,0,"AFRI"
"NOR","AFRI",1,99,99,3,6,2,28,0,"AFRI"
"AUS","AFRI",1,99,99,99,99,2,47,0,"AFRI"
"NZL","AFRI",1,1,1,1,1,1,6,0,"AFRI"
"BEL","AFRI",1,99,99,3,6,1,1,0,"AFRI"
"IRL","AFRI",1,1,1,2,4,1,6,0,"AFRI"
"AUS","AFRI",1,99,99,3,5,1,260,0,"AFRI"
"AUS","AFRI",1,3,3,1,3,2,86,0,"AFRI"
"USA","AFRI",1,1,1,1,3,2,810,0,"AFRI"
"GBR","AFRI",1,1,,1,,2,9950,0,"AFRI"
"USA","AFRI",1,2,2,1,1,2,1055,0,"AFRI"
"NLD","AFRI",1,3,,3,,2,2679,0,"AFRI"
"GBR","AFRI",1,2,,2,,1,10726,0,"AFRI"
"IRL","AFRI",1,2,2,1,2,2,12,0,"AFRI"
"NOR","AFRI",1,3,3,1,1,2,2,0,"AFRI"
"AUS","AFRI",1,99,99,1,2,2,78,0,"AFRI"
"GBR","AFRI",1,1,,3,,1,11422,0,"AFRI"
"NZL","AFRI",1,99,99,99,99,1,18,0,"AFRI"
"NZL","AFRI",1,99,99,3,6,2,9,0,"AFRI"
"USA","AFRI",1,1,1,3,5,1,1555,0,"AFRI"
"NZL","AFRI",1,3,3,1,3,1,33,0,"AFRI"
"NOR","AFRI",1,3,3,1,3,1,29,0,"AFRI"
"IRL","AFRI",1,2,2,1,1,1,3,0,"AFRI"
"NZL","AFRI",1,3,4,3,6,1,9,0,"AFRI"
"NZL","AFRI",1,3,4,2,4,1,6,0,"AFRI"
"NZL","AFRI",1,3,4,1,1,2,6,0,"AFRI"
"NZL","AFRI",1,3,3,99,99,1,6,0,"AFRI"
"NZL","AFRI",1,3,3,1,3,2,3,0,"AFRI"
"NZL","AFRI",1,3,3,1,2,2,18,0,"AFRI"
"NZL","AFRI",1,3,3,1,2,1,21,0,"AFRI"
"NZL","AFRI",1,3,3,1,1,2,12,0,"AFRI"
"BEL","AFRI",1,2,2,1,2,2,2,0,"AFRI"
"NZL","AFRI",1,3,3,1,1,1,18,0,"AFRI"
"NZL","AFRI",1,2,2,3,6,2,105,0,"AFRI"
"NZL","AFRI",1,2,2,3,5,2,33,0,"AFRI"
"DEU","AFRI",1,1,,2,,1,5500,0,"AFRI"
"PRT","AFRI",1,1,,2,,1,11067,0,"AFRI"
"AUS","AFRI",1,3,4,3,6,1,235,0,"AFRI"
"NZL","AFRI",1,2,2,2,4,2,33,0,"AFRI"
"NZL","AFRI",1,1,1,1,1,2,6,0,"AFRI"
"AUS","AFRI",1,1,1,1,2,2,90,0,"AFRI"
"NOR","AFRI",1,1,1,1,3,1,27,0,"AFRI"
"BEL","AFRI",1,99,99,99,99,1,1,0,"AFRI"
"IRL","AFRI",1,1,1,1,2,1,6,0,"AFRI"
"NZL","AFRI",1,2,2,99,99,1,21,0,"AFRI"
"BEL","AFRI",1,2,2,1,3,1,2,0,"AFRI"
"NOR","AFRI",1,3,3,3,6,1,26,0,"AFRI"
"NZL","AFRI",1,1,1,3,6,2,24,0,"AFRI"
"AUS","AFRI",1,1,1,1,2,1,107,0,"AFRI"
"IRL","AFRI",1,3,3,2,4,2,18,0,"AFRI"
"IRL","AFRI",1,3,3,1,2,2,18,0,"AFRI"
"USA","AFRI",1,2,2,1,2,1,1920,0,"AFRI"
"AUS","AFRI",1,1,1,2,4,1,168,0,"AFRI"
"NOR","AFRI",1,99,99,3,6,1,19,0,"AFRI"
"USA","AFRI",1,2,2,1,3,2,1535,0,"AFRI"
"USA","AFRI",1,2,2,3,6,1,2915,0,"AFRI"
"NZL","AFRI",1,99,99,1,3,2,9,0,"AFRI"
"GBR","AFRI",1,3,,1,,2,4231,0,"AFRI"
"BEL","AFRI",1,2,2,2,4,2,3,0,"AFRI"
"IRL","AFRI",1,1,1,1,1,2,3,0,"AFRI"
"USA","AFRI",1,3,4,3,6,1,235,0,"AFRI"
"BEL","AFRI",1,2,2,3,6,1,4,0,"AFRI"
"BEL","AFRI",1,3,3,3,5,1,7,0,"AFRI"
"AUS","AFRI",1,2,2,1,3,1,89,0,"AFRI"
"GBR","AFRI",1,3,,3,,1,62916,0,"AFRI"
"BEL","AFRI",1,1,1,1,2,2,5,0,"AFRI"
"DEU","AFRI",1,2,,3,,2,7940,0,"AFRI"
"NOR","AFRI",1,3,3,1,2,1,8,0,"AFRI"
"BEL","AFRI",1,3,3,1,2,2,1,0,"AFRI"
"NOR","AFRI",1,2,2,3,5,2,30,0,"AFRI"
"NOR","AFRI",1,2,2,3,5,1,35,0,"AFRI"
"IRL","AFRI",1,1,1,99,99,1,18,0,"AFRI"
"AUT","AFRI",1,2,,2,,1,1817,0,"AFRI"
"NOR","AFRI",1,99,99,1,3,2,29,0,"AFRI"
"BEL","AFRI",1,1,1,1,3,1,4,0,"AFRI"
"AUT","AFRI",1,2,,3,,2,860,0,"AFRI"
"IRL","AFRI",1,3,3,1,2,1,12,0,"AFRI"
"GBR","AFRI",1,99,,2,,1,28342,0,"AFRI"
"NZL","AFRI",1,1,1,1,2,1,3,0,"AFRI"
"IRL","AFRI",1,3,3,3,5,2,9,0,"AFRI"
"IRL","AFRI",1,3,3,2,4,1,6,0,"AFRI"
"IRL","AFRI",1,2,2,99,99,2,27,0,"AFRI"
"IRL","AFRI",1,2,2,3,6,2,12,0,"AFRI"
"IRL","AFRI",1,2,2,2,4,2,9,0,"AFRI"
"NOR","AFRI",1,99,99,1,1,2,7,0,"AFRI"
"IRL","AFRI",1,2,2,1,2,1,15,0,"AFRI"
"BEL","AFRI",1,2,2,2,4,1,4,0,"AFRI"
"GBR","AFRI",1,1,,1,,1,5040,0,"AFRI"
"NZL","AFRI",1,99,99,1,2,1,18,0,"AFRI"
"NZL","AFRI",1,3,4,3,6,2,9,0,"AFRI"
"AUS","AFRI",1,99,99,3,5,2,243,0,"AFRI"
"NOR","AFRI",1,1,1,3,6,2,20,0,"AFRI"
"AUS","AFRI",1,1,1,99,99,2,39,0,"AFRI"
"NZL","AFRI",1,3,4,1,3,1,6,0,"AFRI"
"NZL","AFRI",1,99,99,3,5,2,3,0,"AFRI"
"NOR","AFRI",1,99,99,3,5,2,25,0,"AFRI"
"AUS","AFRI",1,3,4,3,5,2,56,0,"AFRI"
"AUS","AFRI",1,3,3,3,6,2,776,0,"AFRI"
"NOR","AFRI",1,3,4,3,5,1,24,0,"AFRI"
"USA","AFRI",1,1,1,1,1,1,915,0,"AFRI"
"BEL","AFRI",1,3,3,3,6,1,12,0,"AFRI"
"AUS","AFRI",1,3,3,99,99,2,51,0,"AFRI"
"AUS","AFRI",1,99,99,1,1,2,74,0,"AFRI"
"USA","AFRI",1,1,1,1,2,1,604,0,"AFRI"
"NZL","AFRI",1,1,1,1,2,2,12,0,"AFRI"
"AUT","AFRI",1,2,,3,,1,1035,0,"AFRI"
"USA","AFRI",1,2,2,3,5,1,3765,0,"AFRI"
"GBR","AFRI",1,99,,2,,2,31663,0,"AFRI"
"IRL","AFRI",1,99,99,99,99,1,21,0,"AFRI"
"USA","AFRI",1,3,4,3,5,2,35,0,"AFRI"
"USA","AFRI",1,3,3,1,3,2,754,0,"AFRI"
"IRL","AFRI",1,2,2,3,6,1,9,0,"AFRI"
"IRL","AFRI",1,1,1,3,6,2,3,0,"AFRI"
"BEL","AFRI",1,2,2,3,6,2,5,0,"AFRI"
"AUS","AFRI",1,2,2,1,2,2,97,0,"AFRI"
"BEL","AFRI",1,1,1,3,5,1,4,0,"AFRI"
"NLD","AFRI",1,2,,3,,1,7495,0,"AFRI"
"USA","AFRI",1,1,1,3,5,2,1370,0,"AFRI"
"NOR","AFRI",1,1,1,1,3,2,29,0,"AFRI"
"IRL","AFRI",1,1,1,99,99,2,21,0,"AFRI"
"BEL","AFRI",1,2,2,1,3,2,4,0,"AFRI"
"USA","AFRI",1,1,1,3,6,1,870,0,"AFRI"
"AUS","AFRI",1,2,2,3,6,2,739,0,"AFRI"
"BEL","AFRI",1,3,3,2,4,1,4,0,"AFRI"
"BEL","AFRI",1,1,1,2,4,1,1,0,"AFRI"
"NZL","AFRI",1,3,3,2,4,1,27,0,"AFRI"
"AUS","AFRI",1,3,4,99,99,1,18,0,"AFRI"
"NOR","AFRI",1,99,99,1,2,1,22,0,"AFRI"
"IRL","AFRI",1,3,3,3,5,1,9,0,"AFRI"
"NOR","AFRI",1,1,1,3,6,1,23,0,"AFRI"
"IRL","AFRI",1,2,2,99,99,1,24,0,"AFRI"
"IRL","AFRI",1,3,3,1,3,1,9,0,"AFRI"
"NOR","AFRI",1,3,3,2,4,2,28,0,"AFRI"
"IRL","AFRI",1,1,1,2,4,2,9,0,"AFRI"
"NZL","AFRI",1,2,2,1,3,1,39,0,"AFRI"
"USA","AFRI",1,3,3,3,5,2,2060,0,"AFRI"
"NOR","AFRI",1,2,2,1,2,2,13,0,"AFRI"
"NOR","AFRI",1,3,3,3,6,2,30,0,"AFRI"
"BEL","AFRI",1,99,99,3,5,2,3,0,"AFRI"
"USA","AFRI",1,2,2,2,4,1,2825,0,"AFRI"
"NOR","AFRI",1,1,1,3,5,2,35,0,"AFRI"
"NZL","AFRI",1,3,3,2,4,2,18,0,"AFRI"
"NZL","AFRI",1,1,1,2,4,2,18,0,"AFRI"
"NZL","AFRI",1,1,1,1,3,1,18,0,"AFRI"
"AUS","AFRI",1,3,4,1,1,1,37,0,"AFRI"
"USA","AFRI",1,3,3,1,1,2,490,0,"AFRI"
"NZL","AFRI",1,2,2,2,4,1,54,0,"AFRI"
"DEU","AFRI",1,1,,3,,1,21820,0,"AFRI"
"DEU","AFRI",1,2,,3,,1,30850,0,"AFRI"
"DEU","AFRI",1,3,,3,,1,14710,0,"AFRI"
"IRL","AFRI",1,1,1,1,3,2,6,0,"AFRI"
"IRL","AFRI",1,1,1,3,5,1,6,0,"AFRI"
"BEL","AFRI",1,99,99,1,3,2,2,0,"AFRI"
"NOR","AFRI",1,3,4,1,3,1,10,0,"AFRI"
"NZL","AFRI",1,2,2,3,5,1,33,0,"AFRI"
"AUS","AFRI",1,2,2,1,3,2,83,0,"AFRI"
